,id,name,color,habitat,shape,poke_type,capture_chance,height,weight,ability_0,ability_1,ability_2,sprite,description
127,128,tauros,brown,grassland,quadruped,normal,0.18,14,884,intimidate,anger-point,sheer-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,brown quadruped tauros who is of normal type and lives in grassland.
128,129,magikarp,red,waters-edge,fish,water,1.0,9,100,swift-swim,rattled,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,red fish magikarp who is of water type and lives in waters-edge.
129,130,gyarados,blue,waters-edge,squiggle,water,0.18,65,2350,intimidate,moxie,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,blue squiggle gyarados who is of water type and lives in waters-edge.
130,131,lapras,blue,sea,fish,water,0.18,25,2200,water-absorb,shell-armor,hydration,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,blue fish lapras who is of water type and lives in sea.
131,132,ditto,purple,urban,ball,normal,0.14,3,40,limber,imposter,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,purple ball ditto who is of normal type and lives in urban.
132,133,eevee,brown,urban,quadruped,normal,0.18,3,65,run-away,adaptability,anticipation,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,brown quadruped eevee who is of normal type and lives in urban.
133,134,vaporeon,blue,urban,quadruped,water,0.18,10,290,water-absorb,hydration,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,blue quadruped vaporeon who is of water type and lives in urban.
134,135,jolteon,yellow,urban,quadruped,electric,0.18,8,245,volt-absorb,quick-feet,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,yellow quadruped jolteon who is of electric type and lives in urban.
135,136,flareon,red,urban,quadruped,fire,0.18,9,250,flash-fire,guts,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,red quadruped flareon who is of fire type and lives in urban.
136,137,porygon,pink,urban,legs,normal,0.18,8,365,trace,download,analytic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,pink legs porygon who is of normal type and lives in urban.
137,138,omanyte,blue,sea,tentacles,rock,0.18,4,75,swift-swim,shell-armor,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,blue tentacles omanyte who is of rock type and lives in sea.
138,139,omastar,blue,sea,tentacles,rock,0.18,10,350,swift-swim,shell-armor,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,blue tentacles omastar who is of rock type and lives in sea.
139,140,kabuto,brown,sea,armor,rock,0.18,5,115,swift-swim,battle-armor,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,brown armor kabuto who is of rock type and lives in sea.
140,141,kabutops,brown,sea,upright,rock,0.18,13,405,swift-swim,battle-armor,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,brown upright kabutops who is of rock type and lives in sea.
141,142,aerodactyl,purple,mountain,wings,rock,0.18,18,590,rock-head,pressure,unnerve,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,purple wings aerodactyl who is of rock type and lives in mountain.
142,143,snorlax,black,mountain,humanoid,normal,0.1,21,4600,immunity,thick-fat,gluttony,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,black humanoid snorlax who is of normal type and lives in mountain.
143,144,articuno,blue,rare,wings,ice,0.01,17,554,pressure,snow-cloak,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,blue wings articuno who is of ice type and lives in rare.
144,145,zapdos,yellow,rare,wings,electric,0.01,16,526,pressure,static,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,yellow wings zapdos who is of electric type and lives in rare.
145,146,moltres,yellow,rare,wings,fire,0.01,20,600,pressure,flame-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,yellow wings moltres who is of fire type and lives in rare.
146,147,dratini,blue,waters-edge,squiggle,dragon,0.18,18,33,shed-skin,marvel-scale,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,blue squiggle dratini who is of dragon type and lives in waters-edge.
147,148,dragonair,blue,waters-edge,squiggle,dragon,0.18,40,165,shed-skin,marvel-scale,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,blue squiggle dragonair who is of dragon type and lives in waters-edge.
148,149,dragonite,brown,waters-edge,upright,dragon,0.18,22,2100,inner-focus,multiscale,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,brown upright dragonite who is of dragon type and lives in waters-edge.
149,150,mewtwo,purple,rare,upright,psychic,0.01,20,1220,pressure,unnerve,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,purple upright mewtwo who is of psychic type and lives in rare.
150,151,mew,pink,rare,upright,psychic,0.18,4,40,synchronize,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,pink upright mew who is of psychic type and lives in rare.
151,152,chikorita,green,grassland,quadruped,grass,0.18,9,64,overgrow,leaf-guard,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,green quadruped chikorita who is of grass type and lives in grassland.
152,153,bayleef,green,grassland,quadruped,grass,0.18,12,158,overgrow,leaf-guard,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,green quadruped bayleef who is of grass type and lives in grassland.
153,154,meganium,green,grassland,quadruped,grass,0.18,18,1005,overgrow,leaf-guard,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,green quadruped meganium who is of grass type and lives in grassland.
154,155,cyndaquil,yellow,grassland,humanoid,fire,0.18,5,79,blaze,flash-fire,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,yellow humanoid cyndaquil who is of fire type and lives in grassland.
155,156,quilava,yellow,grassland,quadruped,fire,0.18,9,190,blaze,flash-fire,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,yellow quadruped quilava who is of fire type and lives in grassland.
156,157,typhlosion,yellow,grassland,quadruped,fire,0.18,17,795,blaze,flash-fire,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,yellow quadruped typhlosion who is of fire type and lives in grassland.
157,158,totodile,blue,waters-edge,upright,water,0.18,6,95,torrent,sheer-force,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,blue upright totodile who is of water type and lives in waters-edge.
158,159,croconaw,blue,waters-edge,upright,water,0.18,11,250,torrent,sheer-force,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,blue upright croconaw who is of water type and lives in waters-edge.
159,160,feraligatr,blue,waters-edge,upright,water,0.18,23,888,torrent,sheer-force,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,blue upright feraligatr who is of water type and lives in waters-edge.
160,161,sentret,brown,grassland,quadruped,normal,1.0,8,60,run-away,keen-eye,frisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,brown quadruped sentret who is of normal type and lives in grassland.
161,162,furret,brown,grassland,quadruped,normal,0.35,18,325,run-away,keen-eye,frisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,brown quadruped furret who is of normal type and lives in grassland.
162,163,hoothoot,brown,forest,wings,normal,1.0,7,212,insomnia,keen-eye,tinted-lens,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,brown wings hoothoot who is of normal type and lives in forest.
163,164,noctowl,brown,forest,wings,normal,0.35,16,408,insomnia,keen-eye,tinted-lens,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,brown wings noctowl who is of normal type and lives in forest.
164,165,ledyba,red,forest,wings,bug,1.0,10,108,swarm,early-bird,rattled,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,red wings ledyba who is of bug type and lives in forest.
165,166,ledian,red,forest,wings,bug,0.35,14,356,swarm,early-bird,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,red wings ledian who is of bug type and lives in forest.
166,167,spinarak,green,forest,armor,bug,1.0,5,85,swarm,insomnia,sniper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,green armor spinarak who is of bug type and lives in forest.
167,168,ariados,red,forest,armor,bug,0.35,11,335,swarm,insomnia,sniper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,red armor ariados who is of bug type and lives in forest.
168,169,crobat,purple,cave,bug-wings,poison,0.35,18,750,inner-focus,infiltrator,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,purple bug-wings crobat who is of poison type and lives in cave.
169,170,chinchou,blue,sea,fish,water,0.75,5,120,volt-absorb,illuminate,water-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,blue fish chinchou who is of water type and lives in sea.
170,171,lanturn,blue,sea,fish,water,0.29,12,225,volt-absorb,illuminate,water-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,blue fish lanturn who is of water type and lives in sea.
171,172,pichu,yellow,forest,quadruped,electric,0.75,3,20,static,lightning-rod,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,yellow quadruped pichu who is of electric type and lives in forest.
172,173,cleffa,pink,mountain,upright,fairy,0.59,3,30,cute-charm,magic-guard,friend-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,pink upright cleffa who is of fairy type and lives in mountain.
173,174,igglybuff,pink,grassland,humanoid,normal,0.67,3,10,cute-charm,competitive,friend-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,pink humanoid igglybuff who is of normal type and lives in grassland.
174,175,togepi,white,forest,humanoid,fairy,0.75,3,15,hustle,serene-grace,super-luck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,white humanoid togepi who is of fairy type and lives in forest.
175,176,togetic,white,forest,humanoid,fairy,0.29,6,32,hustle,serene-grace,super-luck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,white humanoid togetic who is of fairy type and lives in forest.
176,177,natu,green,forest,wings,psychic,0.75,2,20,synchronize,early-bird,magic-bounce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,green wings natu who is of psychic type and lives in forest.
177,178,xatu,green,forest,wings,psychic,0.29,15,150,synchronize,early-bird,magic-bounce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,green wings xatu who is of psychic type and lives in forest.
178,179,mareep,white,grassland,quadruped,electric,0.92,6,78,static,plus,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,white quadruped mareep who is of electric type and lives in grassland.
179,180,flaaffy,pink,grassland,upright,electric,0.47,8,133,static,plus,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,pink upright flaaffy who is of electric type and lives in grassland.
180,181,ampharos,yellow,grassland,upright,electric,0.18,14,615,static,plus,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,yellow upright ampharos who is of electric type and lives in grassland.
181,182,bellossom,green,grassland,humanoid,grass,0.18,4,58,chlorophyll,healer,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,green humanoid bellossom who is of grass type and lives in grassland.
182,183,marill,blue,waters-edge,upright,water,0.75,4,85,thick-fat,huge-power,sap-sipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,blue upright marill who is of water type and lives in waters-edge.
183,184,azumarill,blue,waters-edge,upright,water,0.29,8,285,thick-fat,huge-power,sap-sipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,blue upright azumarill who is of water type and lives in waters-edge.
184,185,sudowoodo,brown,forest,humanoid,rock,0.25,12,380,sturdy,rock-head,rattled,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,brown humanoid sudowoodo who is of rock type and lives in forest.
185,186,politoed,green,waters-edge,humanoid,water,0.18,11,339,water-absorb,damp,drizzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,green humanoid politoed who is of water type and lives in waters-edge.
186,187,hoppip,pink,grassland,upright,grass,1.0,4,5,chlorophyll,leaf-guard,infiltrator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,pink upright hoppip who is of grass type and lives in grassland.
187,188,skiploom,green,grassland,upright,grass,0.47,6,10,chlorophyll,leaf-guard,infiltrator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,green upright skiploom who is of grass type and lives in grassland.
188,189,jumpluff,blue,grassland,upright,grass,0.18,8,30,chlorophyll,leaf-guard,infiltrator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,blue upright jumpluff who is of grass type and lives in grassland.
189,190,aipom,purple,forest,upright,normal,0.18,8,115,run-away,pickup,skill-link,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,purple upright aipom who is of normal type and lives in forest.
190,191,sunkern,yellow,grassland,ball,grass,0.92,3,18,chlorophyll,solar-power,early-bird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,yellow ball sunkern who is of grass type and lives in grassland.
191,192,sunflora,yellow,grassland,humanoid,grass,0.47,8,85,chlorophyll,solar-power,early-bird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,yellow humanoid sunflora who is of grass type and lives in grassland.
192,193,yanma,red,forest,bug-wings,bug,0.29,12,380,speed-boost,compound-eyes,frisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,red bug-wings yanma who is of bug type and lives in forest.
193,194,wooper,blue,waters-edge,legs,water,1.0,4,85,damp,water-absorb,unaware,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,blue legs wooper who is of water type and lives in waters-edge.
194,195,quagsire,blue,waters-edge,upright,water,0.35,14,750,damp,water-absorb,unaware,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,blue upright quagsire who is of water type and lives in waters-edge.
195,196,espeon,purple,urban,quadruped,psychic,0.18,9,265,synchronize,magic-bounce,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,purple quadruped espeon who is of psychic type and lives in urban.
