,id,name,abilities,color,shape,habitat,capture_chance,height,weight,poke_type,sprite
632,633,deino,['hustle'],blue,quadruped,,0.18,8,173,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
633,634,zweilous,['hustle'],blue,quadruped,,0.18,14,500,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
634,635,hydreigon,['levitate'],blue,upright,,0.18,18,1600,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
635,636,larvesta,"['flame-body', 'swarm']",white,armor,,0.18,11,288,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
636,637,volcarona,"['flame-body', 'swarm']",white,bug-wings,,0.06,16,460,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
637,638,cobalion,['justified'],blue,quadruped,,0.01,21,2500,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
638,639,terrakion,['justified'],gray,quadruped,,0.01,19,2600,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
639,640,virizion,['justified'],green,quadruped,,0.01,20,2000,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
640,641,tornadus-incarnate,"['prankster', 'defiant']",green,arms,,0.01,15,630,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
641,642,thundurus-incarnate,"['prankster', 'defiant']",blue,arms,,0.01,15,610,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
642,643,reshiram,['turboblaze'],white,wings,,0.01,32,3300,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
643,644,zekrom,['teravolt'],black,upright,,0.01,29,3450,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
644,645,landorus-incarnate,"['sand-force', 'sheer-force']",brown,arms,,0.01,15,680,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
645,646,kyurem,['pressure'],gray,upright,,0.01,30,3250,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
646,647,keldeo-ordinary,['justified'],yellow,quadruped,,0.01,14,485,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
647,648,meloetta-aria,['serene-grace'],white,humanoid,,0.01,6,65,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
648,649,genesect,['download'],purple,humanoid,,0.01,15,825,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
649,650,chespin,"['overgrow', 'bulletproof']",green,upright,,0.18,4,90,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
650,651,quilladin,"['overgrow', 'bulletproof']",green,upright,,0.18,7,290,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
651,652,chesnaught,"['overgrow', 'bulletproof']",green,upright,,0.18,16,900,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
652,653,fennekin,"['blaze', 'magician']",red,quadruped,,0.18,4,94,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
653,654,braixen,"['blaze', 'magician']",red,upright,,0.18,10,145,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png
654,655,delphox,"['blaze', 'magician']",red,upright,,0.18,15,390,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
655,656,froakie,"['torrent', 'protean']",blue,quadruped,,0.18,3,70,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
656,657,frogadier,"['torrent', 'protean']",blue,humanoid,,0.18,6,109,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
657,658,greninja,"['torrent', 'protean']",blue,humanoid,,0.18,15,400,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
658,659,bunnelby,"['pickup', 'cheek-pouch', 'huge-power']",brown,upright,,1.0,4,50,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png
659,660,diggersby,"['pickup', 'cheek-pouch', 'huge-power']",brown,upright,,0.5,10,424,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
660,661,fletchling,"['big-pecks', 'gale-wings']",red,wings,,1.0,3,17,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
661,662,fletchinder,"['flame-body', 'gale-wings']",red,wings,,0.47,7,160,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
662,663,talonflame,"['flame-body', 'gale-wings']",red,wings,,0.18,12,245,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
663,664,scatterbug,"['shield-dust', 'compound-eyes', 'friend-guard']",black,armor,,1.0,3,25,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
664,665,spewpa,"['shed-skin', 'friend-guard']",black,blob,,0.47,3,84,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
665,666,vivillon,"['shield-dust', 'compound-eyes', 'friend-guard']",white,bug-wings,,0.18,12,170,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
666,667,litleo,"['rivalry', 'unnerve', 'moxie']",brown,quadruped,,0.86,6,135,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
667,668,pyroar,"['rivalry', 'unnerve', 'moxie']",brown,quadruped,,0.25,15,815,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
668,669,flabebe,"['flower-veil', 'symbiosis']",white,arms,,0.88,1,1,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
669,670,floette,"['flower-veil', 'symbiosis']",white,arms,,0.47,2,9,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
670,671,florges,"['flower-veil', 'symbiosis']",white,arms,,0.18,11,100,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
671,672,skiddo,"['sap-sipper', 'grass-pelt']",brown,quadruped,,0.78,9,310,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
672,673,gogoat,"['sap-sipper', 'grass-pelt']",brown,quadruped,,0.18,17,910,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
673,674,pancham,"['iron-fist', 'mold-breaker', 'scrappy']",white,upright,,0.86,6,80,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
674,675,pangoro,"['iron-fist', 'mold-breaker', 'scrappy']",white,humanoid,,0.25,21,1360,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
675,676,furfrou,['fur-coat'],white,quadruped,,0.63,12,280,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
676,677,espurr,"['keen-eye', 'infiltrator', 'own-tempo']",gray,upright,,0.75,3,35,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
677,678,meowstic-male,"['keen-eye', 'infiltrator', 'prankster']",blue,upright,,0.29,6,85,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
678,679,honedge,['no-guard'],brown,blob,,0.71,8,20,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
679,680,doublade,['no-guard'],brown,heads,,0.35,8,45,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
680,681,aegislash-shield,['stance-change'],brown,blob,,0.18,17,530,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
681,682,spritzee,"['healer', 'aroma-veil']",pink,arms,,0.78,2,5,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
682,683,aromatisse,"['healer', 'aroma-veil']",pink,humanoid,,0.55,8,155,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
683,684,swirlix,"['sweet-veil', 'unburden']",white,legs,,0.78,4,35,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
684,685,slurpuff,"['sweet-veil', 'unburden']",white,humanoid,,0.55,8,50,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
685,686,inkay,"['contrary', 'suction-cups', 'infiltrator']",blue,tentacles,,0.75,4,35,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
686,687,malamar,"['contrary', 'suction-cups', 'infiltrator']",blue,blob,,0.31,15,470,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
687,688,binacle,"['tough-claws', 'sniper', 'pickpocket']",brown,heads,,0.47,5,310,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
688,689,barbaracle,"['tough-claws', 'sniper', 'pickpocket']",brown,heads,,0.18,13,960,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
689,690,skrelp,"['poison-point', 'poison-touch', 'adaptability']",brown,blob,,0.88,5,73,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
690,691,dragalge,"['poison-point', 'poison-touch', 'adaptability']",brown,blob,,0.22,18,815,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
691,692,clauncher,['mega-launcher'],blue,armor,,0.88,5,83,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
692,693,clawitzer,['mega-launcher'],blue,squiggle,,0.22,13,353,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
693,694,helioptile,"['dry-skin', 'sand-veil', 'solar-power']",yellow,upright,,0.75,5,60,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
694,695,heliolisk,"['dry-skin', 'sand-veil', 'solar-power']",yellow,upright,,0.29,10,210,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
695,696,tyrunt,"['strong-jaw', 'sturdy']",brown,upright,,0.18,8,260,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
696,697,tyrantrum,"['strong-jaw', 'rock-head']",red,upright,,0.18,25,2700,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
697,698,amaura,"['refrigerate', 'snow-warning']",blue,quadruped,,0.18,13,252,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
698,699,aurorus,"['refrigerate', 'snow-warning']",blue,quadruped,,0.18,27,2250,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
699,700,sylveon,"['cute-charm', 'pixilate']",pink,quadruped,,0.18,10,235,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
700,701,hawlucha,"['limber', 'unburden', 'mold-breaker']",green,humanoid,,0.39,8,215,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
701,702,dedenne,"['cheek-pouch', 'pickup', 'plus']",yellow,upright,,0.71,2,22,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
702,703,carbink,"['clear-body', 'sturdy']",gray,ball,,0.24,3,57,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
703,704,goomy,"['sap-sipper', 'hydration', 'gooey']",purple,squiggle,,0.18,3,28,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
704,705,sliggoo,"['sap-sipper', 'hydration', 'gooey']",purple,squiggle,,0.18,8,175,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
705,706,goodra,"['sap-sipper', 'hydration', 'gooey']",purple,upright,,0.18,20,1505,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
706,707,klefki,"['prankster', 'magician']",gray,ball,,0.29,2,30,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
707,708,phantump,"['natural-cure', 'frisk', 'harvest']",brown,arms,,0.47,4,70,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
708,709,trevenant,"['natural-cure', 'frisk', 'harvest']",brown,tentacles,,0.24,15,710,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
709,710,pumpkaboo-average,"['pickup', 'frisk', 'insomnia']",brown,ball,,0.47,4,50,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
710,711,gourgeist-average,"['pickup', 'frisk', 'insomnia']",brown,blob,,0.24,9,125,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
711,712,bergmite,"['own-tempo', 'ice-body', 'sturdy']",blue,quadruped,,0.75,10,995,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
712,713,avalugg,"['own-tempo', 'ice-body', 'sturdy']",blue,quadruped,,0.22,20,5050,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
713,714,noibat,"['frisk', 'infiltrator', 'telepathy']",purple,wings,,0.75,5,80,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
714,715,noivern,"['frisk', 'infiltrator', 'telepathy']",purple,wings,,0.18,15,850,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
715,716,xerneas,['fairy-aura'],blue,quadruped,,0.18,30,2150,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
716,717,yveltal,['dark-aura'],red,wings,,0.18,58,2030,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
717,718,zygarde-50,['aura-break'],green,squiggle,,0.01,50,3050,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
718,719,diancie,['clear-body'],pink,arms,,0.01,7,88,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
719,720,hoopa,['magician'],purple,arms,,0.01,5,90,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
720,721,volcanion,['water-absorb'],brown,quadruped,,0.01,17,1950,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
721,722,rowlet,"['overgrow', 'long-reach']",brown,wings,,0.18,3,15,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
722,723,dartrix,"['overgrow', 'long-reach']",brown,wings,,0.18,7,160,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
723,724,decidueye,"['overgrow', 'long-reach']",brown,wings,,0.18,16,366,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
724,725,litten,"['blaze', 'intimidate']",red,quadruped,,0.18,4,43,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
725,726,torracat,"['blaze', 'intimidate']",red,quadruped,,0.18,7,250,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
726,727,incineroar,"['blaze', 'intimidate']",red,upright,,0.18,18,830,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
727,728,popplio,"['torrent', 'liquid-voice']",blue,fish,,0.18,4,75,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
728,729,brionne,"['torrent', 'liquid-voice']",blue,fish,,0.18,6,175,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
729,730,primarina,"['torrent', 'liquid-voice']",blue,fish,,0.18,18,440,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
730,731,pikipek,"['keen-eye', 'skill-link', 'pickup']",black,wings,,1.0,3,12,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
731,732,trumbeak,"['keen-eye', 'skill-link', 'pickup']",black,wings,,0.47,6,148,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
732,733,toucannon,"['keen-eye', 'skill-link', 'sheer-force']",black,wings,,0.18,11,260,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
733,734,yungoos,"['stakeout', 'strong-jaw', 'adaptability']",brown,quadruped,,1.0,4,60,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
734,735,gumshoos,"['stakeout', 'strong-jaw', 'adaptability']",brown,quadruped,,0.5,7,142,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
735,736,grubbin,['swarm'],gray,armor,,1.0,4,44,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
736,737,charjabug,['battery'],green,squiggle,,0.47,5,105,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
737,738,vikavolt,['levitate'],blue,armor,,0.18,15,450,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
738,739,crabrawler,"['hyper-cutter', 'iron-fist', 'anger-point']",purple,armor,,0.88,6,70,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
739,740,crabominable,"['hyper-cutter', 'iron-fist', 'anger-point']",white,armor,,0.24,17,1800,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
740,741,oricorio-baile,['dancer'],red,wings,,0.18,6,34,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
741,742,cutiefly,"['honey-gather', 'shield-dust', 'sweet-veil']",yellow,armor,,0.75,1,2,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
742,743,ribombee,"['honey-gather', 'shield-dust', 'sweet-veil']",yellow,bug-wings,,0.29,2,5,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
743,744,rockruff,"['keen-eye', 'vital-spirit', 'steadfast']",brown,quadruped,,0.75,5,92,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
744,745,lycanroc-midday,"['keen-eye', 'sand-rush', 'steadfast']",brown,quadruped,,0.35,8,250,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
745,746,wishiwashi-solo,['schooling'],blue,fish,,0.24,2,3,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
746,747,mareanie,"['merciless', 'limber', 'regenerator']",blue,blob,,0.75,4,80,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
747,748,toxapex,"['merciless', 'limber', 'regenerator']",blue,tentacles,,0.29,7,145,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
748,749,mudbray,"['own-tempo', 'stamina', 'inner-focus']",brown,quadruped,,0.75,10,1100,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
749,750,mudsdale,"['own-tempo', 'stamina', 'inner-focus']",brown,quadruped,,0.24,25,9200,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
750,751,dewpider,"['water-bubble', 'water-absorb']",green,legs,,0.78,3,40,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
751,752,araquanid,"['water-bubble', 'water-absorb']",green,armor,,0.39,18,820,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
752,753,fomantis,"['leaf-guard', 'contrary']",pink,upright,,0.75,3,15,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
753,754,lurantis,"['leaf-guard', 'contrary']",pink,humanoid,,0.29,9,185,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
754,755,morelull,"['illuminate', 'effect-spore', 'rain-dish']",purple,blob,,0.75,2,15,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
755,756,shiinotic,"['illuminate', 'effect-spore', 'rain-dish']",purple,humanoid,,0.29,10,115,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
756,757,salandit,"['corrosion', 'oblivious']",black,quadruped,,0.47,6,48,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
757,758,salazzle,"['corrosion', 'oblivious']",black,quadruped,,0.18,12,222,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
758,759,stufful,"['fluffy', 'klutz', 'cute-charm']",pink,quadruped,,0.55,5,68,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
759,760,bewear,"['fluffy', 'klutz', 'unnerve']",pink,upright,,0.27,21,1350,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
760,761,bounsweet,"['leaf-guard', 'oblivious', 'sweet-veil']",purple,legs,,0.92,3,32,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
761,762,steenee,"['leaf-guard', 'oblivious', 'sweet-veil']",purple,humanoid,,0.47,7,82,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
762,763,tsareena,"['leaf-guard', 'queenly-majesty', 'sweet-veil']",purple,humanoid,,0.18,12,214,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
763,764,comfey,"['flower-veil', 'triage', 'natural-cure']",green,ball,,0.24,1,3,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
764,765,oranguru,"['inner-focus', 'telepathy', 'symbiosis']",white,humanoid,,0.18,15,760,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
765,766,passimian,"['receiver', 'defiant']",white,upright,,0.18,20,828,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
766,767,wimpod,['wimp-out'],gray,tentacles,,0.35,5,120,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
767,768,golisopod,['emergency-exit'],gray,humanoid,,0.18,20,1080,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
768,769,sandygast,"['water-compaction', 'sand-veil']",brown,squiggle,,0.55,5,700,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
769,770,palossand,"['water-compaction', 'sand-veil']",brown,squiggle,,0.24,13,2500,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
770,771,pyukumuku,"['innards-out', 'unaware']",black,squiggle,,0.24,3,12,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
771,772,type-null,['battle-armor'],gray,quadruped,,0.01,19,1205,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
772,773,silvally,['rks-system'],gray,quadruped,,0.01,23,1005,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
773,774,minior-red-meteor,['shields-down'],brown,ball,,0.12,3,400,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
774,775,komala,['comatose'],blue,humanoid,,0.18,4,199,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
775,776,turtonator,['shell-armor'],red,upright,,0.27,20,2120,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
776,777,togedemaru,"['iron-barbs', 'lightning-rod', 'sturdy']",gray,upright,,0.71,3,33,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
777,778,mimikyu-disguised,['disguise'],yellow,squiggle,,0.18,2,7,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
778,779,bruxish,"['dazzling', 'strong-jaw', 'wonder-skin']",pink,fish,,0.31,9,190,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
779,780,drampa,"['berserk', 'sap-sipper', 'cloud-nine']",white,squiggle,,0.27,30,1850,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
780,781,dhelmise,['steelworker'],green,blob,,0.1,39,2100,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
781,782,jangmo-o,"['bulletproof', 'soundproof', 'overcoat']",gray,quadruped,,0.18,6,297,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
782,783,hakamo-o,"['bulletproof', 'soundproof', 'overcoat']",gray,upright,,0.18,12,470,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
783,784,kommo-o,"['bulletproof', 'soundproof', 'overcoat']",gray,upright,,0.18,16,782,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
784,785,tapu-koko,"['electric-surge', 'telepathy']",yellow,arms,,0.01,18,205,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
785,786,tapu-lele,"['psychic-surge', 'telepathy']",pink,arms,,0.01,12,186,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
786,787,tapu-bulu,"['grassy-surge', 'telepathy']",red,arms,,0.01,19,455,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
787,788,tapu-fini,"['misty-surge', 'telepathy']",purple,arms,,0.01,13,212,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
788,789,cosmog,['unaware'],blue,ball,,0.18,2,1,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
789,790,cosmoem,['sturdy'],blue,ball,,0.18,1,9999,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
790,791,solgaleo,['full-metal-body'],white,quadruped,,0.18,34,2300,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
791,792,lunala,['shadow-shield'],purple,wings,,0.18,40,1200,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
792,793,nihilego,['beast-boost'],white,tentacles,,0.18,12,555,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
793,794,buzzwole,['beast-boost'],red,tentacles,,0.18,24,3336,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
794,795,pheromosa,['beast-boost'],white,humanoid,,0.18,18,250,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
795,796,xurkitree,['beast-boost'],black,upright,,0.18,38,1000,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
796,797,celesteela,['beast-boost'],green,humanoid,,0.18,92,9999,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
